study,dimension,iteration,nc1,nc2,cor
study2,understanding,618,337,274,0.6585619165292624
study2,understanding,619,264,347,0.4969728807985807
study2,understanding,620,264,347,0.6764436917440054
study2,understanding,621,290,321,0.49669550425616665
study2,understanding,622,323,288,0.6271298012904759
study2,understanding,623,291,320,0.626656132901882
study2,understanding,624,323,288,0.5764336020264874
study2,understanding,625,276,335,0.6579022045373119
study2,understanding,626,305,306,0.6450455794768197
study2,understanding,627,313,298,0.7086734398481491
study2,understanding,628,331,280,0.859711656024014
study2,understanding,629,287,324,0.5958576825752468
study2,understanding,630,318,293,0.6348965418405945
study2,understanding,631,321,290,0.506912747347667
study2,understanding,632,324,287,0.5677924161070544
study2,understanding,633,327,284,0.8107764969696821
study2,understanding,634,266,345,0.6580480913132674
study2,understanding,635,340,271,0.7609498939146406
study2,understanding,636,283,328,0.748411289692727
study2,understanding,637,323,288,0.7129005706000204
study2,understanding,638,331,280,0.6304024161746035
study2,understanding,639,298,313,0.6636299181948143
study2,understanding,640,303,308,0.6001022550210704
study2,understanding,641,312,299,0.52371431341986
study2,understanding,642,321,290,0.6434091651554665
study2,understanding,643,333,278,0.4780420179974286
study2,understanding,644,256,355,0.6737765494970018
study2,understanding,645,339,272,0.6635491226397399
study2,understanding,646,297,314,0.6405103376513499
study2,understanding,647,319,292,0.6913183730333464
study2,understanding,648,305,306,0.5702864370955657
study2,understanding,649,338,273,0.6878407578422927
study2,understanding,650,341,270,0.7533219935700101
study2,understanding,651,249,362,0.5707762043806287
study2,understanding,652,327,284,0.5042188143796226
study2,understanding,653,360,251,0.7267406802252241
study2,understanding,654,278,333,0.7678623373986326
study2,understanding,655,324,287,0.6174628942605309
study2,understanding,656,278,333,0.3945207631192122
study2,understanding,657,324,287,0.5996470696031916
study2,understanding,658,293,318,0.7667278714355401
study2,understanding,659,287,324,0.7055493817842158
study2,understanding,660,286,325,0.6081374223350541
study2,understanding,661,277,334,0.5517431772499108
study2,understanding,662,289,322,0.6168336871349948
study2,understanding,663,349,262,0.5082703900571136
study2,understanding,664,302,309,0.7283518893414411
study2,understanding,665,279,332,0.5490920824376707
study2,understanding,666,319,292,0.49962497804756073
study2,understanding,667,263,348,0.5552060350493635
study2,understanding,668,344,267,0.5829884780855926
study2,understanding,669,327,284,0.5805819645331404
study2,understanding,670,330,281,0.7374712046458036
study2,understanding,671,345,266,0.6040705633118274
study2,understanding,672,316,295,0.6045016248145131
study2,understanding,673,299,312,0.8851392101374566
study2,understanding,674,313,298,0.6793017771630545
study2,understanding,675,288,323,0.7548801359421994
study2,understanding,676,299,312,0.7062820648251995
study2,understanding,677,285,326,0.5970484726734102
study2,understanding,678,305,306,0.5514543290227055
study2,understanding,679,308,303,0.31208154795089693
study2,understanding,680,329,282,0.3742257456708668
study2,understanding,681,289,322,0.737333332728899
study2,understanding,682,296,315,0.5332577840939194
study2,understanding,683,300,311,0.7764205471056376
study2,understanding,684,300,311,0.6130677247520937
study2,understanding,685,290,321,0.636680968847467
study2,understanding,686,359,252,0.744022564643392
study2,understanding,687,296,315,0.6014099635027255
study2,understanding,688,299,312,0.7093478467595237
study2,understanding,689,299,312,0.5342668632311726
study2,understanding,690,326,285,0.49396500658862685
study2,understanding,691,295,316,0.7403226345775311
study2,understanding,692,305,306,0.4422005851171495
study2,understanding,693,325,286,0.6972687680192644
study2,understanding,694,246,365,0.6023668246817749
study2,understanding,695,267,344,0.7794863882837266
study2,understanding,696,261,350,0.8169285262958251
study2,understanding,697,280,331,0.8399691134023565
study2,understanding,698,318,293,0.6299411493119245
study2,understanding,699,340,271,0.47252090452881074
study2,understanding,700,278,333,0.6736948077483113
study2,understanding,701,274,337,0.7820425575134361
study2,understanding,702,303,308,0.7288371364758165
study2,understanding,703,326,285,0.6714062200607837
study2,understanding,704,312,299,0.5109900450159174
study2,understanding,705,250,361,0.2930980611175445
study2,understanding,706,310,301,0.7101239703209217
study2,understanding,707,285,326,0.6954444999928053
study2,understanding,708,267,344,0.24554096254803526
study2,understanding,709,268,343,0.8182224983968776
study2,understanding,710,311,300,0.7331863989855266
study2,understanding,711,295,316,0.6576510842477826
study2,understanding,712,318,293,0.32897967413996143
study2,understanding,713,308,303,0.556446030749998
study2,understanding,714,293,318,0.5737012982070298
study2,understanding,715,273,338,0.5953697801575747
study2,understanding,716,281,330,0.798587198986023
study2,understanding,717,295,316,0.7435228997162877
study2,understanding,718,316,295,0.7179021684206885
study2,understanding,719,303,308,0.5416625244436121
study2,understanding,720,349,262,0.6276872446432404
study2,understanding,721,269,342,0.6998759451539789
study2,understanding,722,281,330,0.5932335900768168
study2,understanding,723,313,298,0.7004531823524641
study2,understanding,724,290,321,0.4008907284803765
study2,understanding,725,282,329,0.7608870200907867
study2,understanding,726,274,337,0.6181806684480713
study2,understanding,727,343,268,0.4342504894788622
study2,understanding,728,317,294,0.594629886526227
study2,understanding,729,329,282,0.6896260804878503
study2,understanding,730,297,314,0.7146445501280431
study2,understanding,731,335,276,0.6800691317114764
study2,understanding,732,301,310,0.662749880104031
study2,understanding,733,365,246,0.6131126917835141
study2,understanding,734,274,337,0.8035318678329588
study2,understanding,735,302,309,0.6106737093387125
study2,understanding,736,313,298,0.7888397758889965
study2,understanding,737,287,324,0.5976008859228644
study2,understanding,738,297,314,0.6874108507051722
study2,understanding,739,284,327,0.6405246816170673
study2,understanding,740,317,294,0.6754931756617776
study2,understanding,741,304,307,0.7286984211330367
study2,understanding,742,296,315,0.5352258370226963
study2,understanding,743,332,279,0.6370997941967176
study2,understanding,744,296,315,0.6616576769616286
study2,understanding,745,301,310,0.7645069532072158
study2,understanding,746,243,368,0.6571602544876651
study2,understanding,747,301,310,0.8754350187340975
study2,understanding,748,290,321,0.6742699003905603
study2,understanding,749,325,286,0.3323222544541464
study2,understanding,750,273,338,0.6685784639368313
study2,understanding,751,306,305,0.8232813101861484
study2,understanding,752,321,290,0.7235682070216283
study2,understanding,753,310,301,0.6313721885553261
study2,understanding,754,298,313,0.5241570753671575
study2,understanding,755,326,285,0.5021254433028624
study2,understanding,756,262,349,0.7704755126895791
study2,understanding,757,301,310,0.6888292612387154
study2,understanding,758,308,303,0.7283619406197609
study2,understanding,759,319,292,0.4531555024103509
study2,understanding,760,326,285,0.5845225865722778
study2,understanding,761,309,302,0.6860296462747518
study2,understanding,762,303,308,0.6835990497304701
study2,understanding,763,334,277,0.6740496632454133
study2,understanding,764,345,266,0.6856635425700635
study2,understanding,765,329,282,0.8600522811095018
study2,understanding,766,286,325,0.5415926734783478
study2,understanding,767,339,272,0.5768793760770834
study2,understanding,768,366,245,0.6044868567454721
study2,understanding,769,306,305,0.8100484433649293
study2,understanding,770,286,325,0.557383403033236
study2,understanding,771,283,328,0.6556308257299662
study2,understanding,772,289,322,0.7274133783060359
study2,understanding,773,316,295,0.4786971308189978
study2,understanding,774,299,312,0.8823972489535687
study2,understanding,775,331,280,0.44682601805976196
study2,understanding,776,300,311,0.762146928975553
study2,understanding,777,260,351,0.5911366804461492
study2,understanding,778,294,317,0.766327264658931
study2,understanding,779,290,321,0.8389929957982009
study2,understanding,780,292,319,0.7280063577997713
study2,understanding,781,310,301,0.7066463701342267
study2,understanding,782,291,320,0.5109590763664801
study2,understanding,783,323,288,0.5821013104837834
study2,understanding,784,299,312,0.46942989199574436
study2,understanding,785,298,313,0.8843468291176835
study2,understanding,786,288,323,0.5374118717675809
study2,understanding,787,337,274,0.8242910677150088
study2,understanding,788,287,324,0.42464284331059826
study2,understanding,789,345,266,0.7372507487399484
study2,understanding,790,288,323,0.652369194545334
study2,understanding,791,284,327,0.643040547662745
study2,understanding,792,300,311,0.46050547748597964
study2,understanding,793,325,286,0.7231594841323483
study2,understanding,794,264,347,0.6937220066462607
study2,understanding,795,308,303,0.4342386564651555
study2,understanding,796,291,320,0.79935902021832
study2,understanding,797,320,291,0.6697777697857891
study2,understanding,798,297,314,0.7683740006871378
study2,understanding,799,319,292,0.7937535279703376
study2,understanding,800,288,323,0.785299423143535
study2,understanding,801,306,305,0.7318871785059567
study2,understanding,802,330,281,0.6555473496350492
study2,understanding,803,292,319,0.5696672079027452
study2,understanding,804,301,310,0.5854502230958298
study2,understanding,805,307,304,0.43739295158693026
study2,understanding,806,302,309,0.8230997911529796
study2,understanding,807,294,317,0.6995890509324499
study2,understanding,808,309,302,0.8585441176106943
study2,understanding,809,334,277,0.545183595426108
study2,understanding,810,287,324,0.7876257345799572
study2,understanding,811,303,308,0.47261433205005726
study2,understanding,812,311,300,0.6196137726895177
study2,understanding,813,318,293,0.4367941604929115
study2,understanding,814,326,285,0.47635058594099916
study2,understanding,815,338,273,0.6506541046169677
study2,understanding,816,278,333,0.5763719960206094
study2,understanding,817,340,271,0.5252445241825797
study2,understanding,818,288,323,0.5967741997576552
study2,understanding,819,313,298,0.6152786983870061
study2,understanding,820,315,296,0.720143973067977
study2,understanding,821,308,303,0.5774101511334943
study2,understanding,822,293,318,0.548677539940936
study2,understanding,823,284,327,0.6791463090058006
study2,understanding,824,291,320,0.7992246148617997
study2,understanding,825,254,357,0.715679270739976
study2,understanding,826,290,321,0.6307671080804715
study2,understanding,827,299,312,0.8722801075259181
study2,understanding,828,316,295,0.8854806779132978
study2,understanding,829,273,338,0.7041609167356373
study2,understanding,830,340,271,0.6118038803629271
study2,understanding,831,306,305,0.6298592616938102
study2,understanding,832,317,294,0.723083203887973
study2,understanding,833,256,355,0.5804247011201583
study2,understanding,834,315,296,0.6462952312138052
study2,understanding,835,357,254,0.5679608553464187
study2,understanding,836,283,328,0.6975148246740499
study2,understanding,837,282,329,0.8789125330609404
study2,understanding,838,307,304,0.7076598860025465
study2,understanding,839,278,333,0.6641579316409899
study2,understanding,840,259,352,0.5088476922150166
study2,understanding,841,323,288,0.7410269365422152
study2,understanding,842,300,311,0.6761067812938959
study2,understanding,843,250,361,0.7305210345843433
study2,understanding,844,327,284,0.6660660711897143
study2,understanding,845,294,317,0.5799497485303797
study2,understanding,846,309,302,0.5616437413065631
study2,understanding,847,281,330,0.6862094964854855
study2,understanding,848,302,309,0.4903235291950343
study2,understanding,849,314,297,0.7719930558903059
study2,understanding,850,320,291,0.7005338472808597
study2,understanding,851,325,286,0.6941754618712437
study2,understanding,852,283,328,0.8375419115206579
study2,understanding,853,326,285,0.5613905077250766
study2,understanding,854,296,315,0.5185241145116061
study2,understanding,855,297,314,0.8056217452946312
study2,understanding,856,280,331,0.7881936800826264
study2,understanding,857,327,284,0.7106426961165428
